song,performer
(Remember Me) I'm The One Who Loves You,Dean Martin
(Remember Me) I'm The One Who Loves You,Dean Martin
(Remember Me) I'm The One Who Loves You,Dean Martin
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Remember The Days Of The) Old Schoolyard,Cat Stevens
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
(Say) You're My Girl,Roy Orbison
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
"(See You At The) ""Go-Go""",Dobie Gray
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Got) Skillz,All-4-One
(She's Just A) Fallen Angel,Starz
(She's Just A) Fallen Angel,Starz
(She's Just A) Fallen Angel,Starz
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,Huey Lewis & The News
(She's) Some Kind Of Wonderful,The Fantastic Johnny C
(She's) Some Kind Of Wonderful,The Fantastic Johnny C
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Michael Bolton
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Otis Redding
(Sittin' On) The Dock Of The Bay,Sammy Hagar
(Sittin' On) The Dock Of The Bay,Sammy Hagar
(Sittin' On) The Dock Of The Bay,Sammy Hagar
(Sittin' On) The Dock Of The Bay,Sammy Hagar
(Sittin' On) The Dock Of The Bay,Sammy Hagar
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Sittin' On) The Dock Of The Bay,The Reddings
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Such An) Easy Question,Elvis Presley With The Jordanaires
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
(That's) What The Nitty Gritty Is,Shirley Ellis
(That's) What The Nitty Gritty Is,Shirley Ellis
(That's) What The Nitty Gritty Is,Shirley Ellis
(That's) What The Nitty Gritty Is,Shirley Ellis
(That's) What The Nitty Gritty Is,Shirley Ellis
(That's) What The Nitty Gritty Is,Shirley Ellis
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Best Part Of) Breakin' Up,The Ronettes
(The Clickity Clack Song) Four Little Heels,Brian Hyland
(The Clickity Clack Song) Four Little Heels,Brian Hyland
(The Clickity Clack Song) Four Little Heels,Brian Hyland
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lament Of The Cherokee) Indian Reservation,Don Fardon
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Lights Went Out In) Massachusetts,Bee Gees
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Man Who Shot) Liberty Valance,Gene Pitney
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
"(The Story Of) Woman, Love And A Man (Part 1)",Tony Clarke
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project
"(Theme From) ""Goodbye Again""",Ferrante & Teicher
"(Theme From) ""Goodbye Again""",Ferrante & Teicher
"(Theme From) ""Goodbye Again""",Ferrante & Teicher
"(Theme From) ""Goodbye Again""",Ferrante & Teicher
(Theme From) Any Number Can Win,Jimmy Smith
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Love Story,Henry Mancini And His Orchestra
(Theme From) Silver City,The Ventures
(Theme From) Silver City,The Ventures
(Theme From) Silver City,The Ventures
(Theme From) The Sundowners,Mantovani & His Orchestra
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
(Theme From) Valley Of The Dolls,Dionne Warwick
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman
